游客记录哈希,游客性别,游客年龄,游客年龄段,游客来源省,景点名称,景点类型,景点等级,所在城市,所在省份,门票价格,访问日期,访问年份,访问月份,访问季度,访问时长(小时),消费金额,门票消费,其他消费,评分,是否跟团,团费,行程天数,主要景点,交通方式,季节,是否节假日,推荐程度,满意度
e206aabf3b2b,男,49,46-55,吉林省,西双版纳热带植物园,植物园,5A,西双版纳州,云南,80,2023-01-11,2023,1,1,1.3,245.6,80,165.6,4.2,否,,,,,冬季,是,推荐,满意
9e9041cafe79,男,18,18-25,江西省,苏州园林,历史文化,5A,苏州市,江苏,90,2022-09-11,2022,9,3,1.5,161.63,90,71.63,5.0,否,,,,,秋季,是,强烈推荐,非常满意
a7eb1d4d5ca1,男,20,18-25,香港特别行政区,乾陵,历史遗址,4A,咸阳市,陕西,102,2024-11-05,2024,11,4,2.9,567.94,102,465.94,4.3,否,,,,,秋季,否,推荐,满意
50db77c96a66,男,48,46-55,广东省,福州鼓山,自然风光,4A,福州市,福建,40,2023-02-02,2023,2,1,6.7,438.69,40,398.69,4.5,否,,,,,冬季,是,强烈推荐,非常满意
77cf4325c42b,女,53,46-55,重庆市,大连星海广场,城市景观,4A,大连市,辽宁,0,2023-02-13,2023,2,1,1.5,217.0,0,217.0,4.6,否,,,,,冬季,是,强烈推荐,非常满意
8ebd136894d9,女,37,36-45,海南省,营口鲅鱼圈,自然风光,4A,营口市,辽宁,0,2023-07-24,2023,7,3,6.3,0.0,0,0.0,5.0,是,501.0,3.0,"海口火山口,沈阳故宫,梅里雪山,雾凇岛,延边朝鲜族民俗园,北京野生动物园",空调大巴,夏季,否,强烈推荐,非常满意
780ef8c434b2,男,33,26-35,北京市,南岳衡山,自然文化,5A,衡阳市,湖南,110,2024-06-08,2024,6,2,3.2,110.0,110,0.0,4.2,是,6247.0,4.0,"槟榔谷,分界洲岛,香格里拉,潍坊青州古城,九寨沟",飞机+大巴,夏季,是,推荐,满意
bb54eaf8feb9,女,24,18-25,台湾省,北大壶滑雪场,运动休闲,4A,吉林市,吉林,300,2025-02-27,2025,2,1,4.9,565.87,300,265.87,4.5,是,830.0,2.0,"上海环球金融中心,方特欢乐世界,云南民族村,大唐芙蓉园",空调大巴,冬季,是,强烈推荐,非常满意
6f5c275b8f1f,女,63,56+,香港特别行政区,广府古城,古镇风情,5A,邯郸市,河北,90,2023-08-28,2023,8,3,4.4,90.0,90,0.0,4.4,是,5628.0,3.0,"查干湖,虎跳峡,露水河国家森林公园,太白山",飞机+大巴,夏季,否,推荐,满意
a5ae0eab2ddc,男,51,46-55,江苏省,中央大街,历史文化,4A,哈尔滨市,黑龙江,0,2023-05-23,2023,5,2,5.0,126.99,0,126.99,4.2,是,1426.0,2.0,"香格里拉,剑门关,福州三山两塔,三星堆遗址,哈尔滨冰雪大世界",飞机+大巴,春季,否,推荐,满意
564aa6220953,男,63,56+,上海市,扎龙自然保护区,自然风光,4A,齐齐哈尔市,黑龙江,65,2024-05-20,2024,5,2,4.1,99.35,65,34.35,4.3,否,,,,,春季,否,推荐,满意
fdc79aa57ed1,男,58,56+,澳门特别行政区,玉龙雪山,自然风光,5A,丽江市,云南,130,2025-02-25,2025,2,1,6.3,209.43,130,79.43,4.9,是,2732.0,2.0,"鸡公山,西塘古镇,承德避暑山庄,长白山,抚仙湖",飞机+大巴,冬季,是,强烈推荐,非常满意
38fee94665d2,女,32,26-35,广东省,平遥古城,古镇风情,5A,晋中市,山西,125,2022-09-10,2022,9,3,6.6,190.23,125,65.23,4.4,是,2071.0,3.0,"大连森林动物园,钦州三娘湾,分界洲岛",高铁+大巴,秋季,是,推荐,满意
3a46c9a55ad8,女,66,56+,江苏省,锦里,历史文化,3A,成都市,四川,0,2023-10-04,2023,10,4,2.0,169.79,0,169.79,4.0,否,,,,,秋季,是,推荐,满意
a8a1538281f6,女,47,46-55,福建省,荆门明显陵,历史遗址,4A,荆门市,湖北,50,2023-07-01,2023,7,3,2.3,236.11,50,186.11,4.6,否,,,,,夏季,是,强烈推荐,非常满意
e61aebe61def,男,53,46-55,西藏自治区,八里沟,自然风光,4A,新乡市,河南,80,2023-03-05,2023,3,1,3.9,232.67,80,152.67,4.7,是,4283.0,2.0,"花果山,茅山,梅里雪山",飞机+大巴,春季,是,强烈推荐,非常满意
4c141d1b96fc,男,20,18-25,甘肃省,柳州龙潭公园,自然风光,4A,柳州市,广西,0,2023-02-21,2023,2,1,3.9,0.0,0,0.0,4.0,是,1333.0,6.0,"上海自然博物馆,陈家祠,三峡人家",飞机+大巴,冬季,是,推荐,满意
58cd0b8dd971,女,41,36-45,广西壮族自治区,泸沽湖(云南部分),自然风光,4A,丽江市,云南,70,2024-05-15,2024,5,2,5.7,450.49,70,380.49,4.5,否,,,,,春季,否,强烈推荐,非常满意
69d1793162f0,男,65,56+,青海省,北京动物园,动物园,4A,北京市,北京,15,2022-12-09,2022,12,4,1.4,15.0,15,0.0,3.9,否,,,,,冬季,否,推荐,满意
8be5f25a2352,男,48,46-55,河南省,南京博物院,文博院馆,4A,南京市,江苏,0,2024-05-30,2024,5,2,6.6,34.62,0,34.62,3.5,否,,,,,春季,否,推荐,满意
c6c8074a6c3d,男,60,56+,内蒙古自治区,景德镇古窑,历史文化,5A,景德镇市,江西,95,2025-04-05,2025,4,2,6.2,121.1,95,26.1,4.9,否,,,,,春季,是,强烈推荐,非常满意
fe88ebd5738d,男,64,56+,山东省,北大壶滑雪场,运动休闲,4A,吉林市,吉林,300,2023-02-02,2023,2,1,2.7,340.84000000000003,300,40.84,3.7,是,7008.0,6.0,"木兰文化生态旅游区,东方明珠,重渡沟,周庄古镇",飞机+大巴,冬季,是,推荐,满意
d31ef5daffe0,女,27,26-35,福建省,延边朝鲜族民俗园,民俗文化,4A,延边州,吉林,30,2023-10-25,2023,10,4,6.6,207.22,30,177.22,3.7,否,,,,,秋季,是,推荐,满意
8c34e75b3d6d,男,63,56+,安徽省,延边朝鲜族民俗园,民俗文化,4A,延边州,吉林,30,2023-03-13,2023,3,1,7.6,303.54,30,273.54,4.1,否,,,,,春季,否,推荐,满意
0b9f44aaeeed,女,47,46-55,云南省,泉州开元寺,宗教文化,4A,泉州市,福建,0,2022-06-10,2022,6,2,2.3,429.18,0,429.18,4.3,否,,,,,夏季,否,推荐,满意
9479b1c10100,男,58,56+,广西壮族自治区,荆州古城,历史文化,4A,荆州市,湖北,35,2024-05-12,2024,5,2,7.7,41.75,35,6.75,4.1,否,,,,,春季,是,推荐,满意
5cf7f0e5dbe4,女,43,36-45,内蒙古自治区,花果山,自然文化,5A,连云港市,江苏,90,2024-10-03,2024,10,4,7.0,545.28,90,455.28,4.3,是,2193.0,7.0,"丽江古城,陈家祠,殷墟,衢州江郎山,普陀山,秦始皇兵马俑",空调大巴,秋季,是,推荐,满意
94eae7e97676,女,53,46-55,陕西省,天目湖,自然风光,5A,常州市,江苏,180,2022-09-14,2022,9,3,6.3,180.0,180,0.0,5.0,否,,,,,秋季,否,强烈推荐,非常满意
7020ed8a34f4,男,65,56+,内蒙古自治区,建水古城,古镇风情,4A,红河州,云南,0,2024-01-21,2024,1,1,7.4,17.59,0,17.59,4.1,否,,,,,冬季,是,推荐,满意
024ef9eb341f,女,30,26-35,江西省,阳朔西街,古镇风情,4A,桂林市,广西,0,2024-01-24,2024,1,1,2.0,469.29,0,469.29,4.5,否,,,,,冬季,是,强烈推荐,非常满意
382dee979f2a,男,19,18-25,四川省,万宁兴隆热带植物园,植物园,4A,万宁市,海南,60,2023-09-07,2023,9,3,7.6,202.42,60,142.42,4.6,否,,,,,秋季,否,强烈推荐,非常满意
e1f2f9689dce,女,68,56+,安徽省,莽山,自然风光,4A,郴州市,湖南,80,2022-08-27,2022,8,3,7.9,199.48,80,119.48,4.9,是,7611.0,1.0,"西双版纳野象谷,杭州西湖,上海杜莎夫人蜡像馆,西塘古镇",高铁+大巴,夏季,是,强烈推荐,非常满意
ba7dc3758187,女,68,56+,新疆维吾尔自治区,龙虎山,自然文化,5A,鹰潭市,江西,165,2024-07-15,2024,7,3,4.0,517.19,165,352.19,5.0,否,,,,,夏季,否,强烈推荐,非常满意
df73e89edccd,男,25,18-25,广东省,红旗渠,红色旅游,5A,安阳市,河南,80,2022-10-21,2022,10,4,1.3,80.0,80,0.0,4.7,否,,,,,秋季,是,强烈推荐,非常满意
8d2e08229c7e,男,47,46-55,湖北省,趵突泉,自然风光,4A,济南市,山东,40,2024-04-23,2024,4,2,2.4,446.96,40,406.96,4.1,否,,,,,春季,否,推荐,满意
edbc8545ccab,女,43,36-45,上海市,天台山,自然文化,5A,台州市,浙江,65,2024-03-21,2024,3,1,3.0,65.0,65,0.0,4.4,否,,,,,春季,否,推荐,满意
163fae675a9e,男,66,56+,宁夏回族自治区,南山文化旅游区,宗教文化,5A,三亚市,海南,129,2023-06-19,2023,6,2,5.1,264.18,129,135.18,4.9,是,2708.0,2.0,"来宾金秀圣堂山,上海大观园,万年冰洞",高铁+大巴,夏季,否,强烈推荐,非常满意
7f1d0c27053d,男,61,56+,北京市,齐云山,自然文化,4A,黄山市,安徽,75,2024-07-16,2024,7,3,7.0,372.75,75,297.75,4.0,否,,,,,夏季,否,推荐,满意
69eb4ba3ed6a,男,63,56+,山西省,白云山,自然风光,5A,广州市,广东,5,2023-10-18,2023,10,4,3.6,451.88,5,446.88,5.0,否,,,,,秋季,是,强烈推荐,非常满意
0067cb6439ab,男,19,18-25,广西壮族自治区,天台山,自然文化,5A,台州市,浙江,65,2024-03-31,2024,3,1,4.7,408.26,65,343.26,4.9,否,,,,,春季,是,强烈推荐,非常满意
5d9d54bb3057,男,36,36-45,新疆维吾尔自治区,北海公园,城市公园,4A,北京市,北京,10,2022-05-15,2022,5,2,2.5,10.0,10,0.0,4.4,否,,,,,春季,是,推荐,满意
f3d2a58eb630,男,40,36-45,宁夏回族自治区,天台山,自然文化,5A,台州市,浙江,65,2023-07-26,2023,7,3,5.2,456.87,65,391.87,4.1,否,,,,,夏季,否,推荐,满意
7b7ef3eb2426,男,18,18-25,湖南省,白云山,自然风光,5A,广州市,广东,5,2023-06-12,2023,6,2,7.1,332.6,5,327.6,4.7,否,,,,,夏季,否,强烈推荐,非常满意
64f5b0b59d85,女,41,36-45,广西壮族自治区,长春电影制片厂,工业旅游,4A,长春市,吉林,90,2024-10-30,2024,10,4,5.5,90.0,90,0.0,4.6,否,,,,,秋季,是,强烈推荐,非常满意
1a20457213f3,男,70,56+,甘肃省,荆门明显陵,历史遗址,4A,荆门市,湖北,50,2023-11-19,2023,11,4,5.8,50.0,50,0.0,4.6,否,,,,,秋季,是,强烈推荐,非常满意
c683d31572dc,女,22,18-25,内蒙古自治区,贵港桂平西山,自然文化,4A,贵港市,广西,80,2023-03-20,2023,3,1,1.2,80.0,80,0.0,4.5,是,6776.0,7.0,"恩施大峡谷,王家大院,东湖,平遥古城,五大连池",高铁+大巴,春季,否,强烈推荐,非常满意
825d0389a9b8,女,55,46-55,内蒙古自治区,泸沽湖(云南部分),自然风光,4A,丽江市,云南,70,2022-08-06,2022,8,3,1.8,70.0,70,0.0,3.8,否,,,,,夏季,是,推荐,满意
f63c3ae28745,女,18,18-25,广西壮族自治区,露水河国家森林公园,自然风光,4A,白山市,吉林,60,2022-07-01,2022,7,3,3.4,148.61,60,88.61,4.1,否,,,,,夏季,否,推荐,满意
19b1061aa6a6,男,57,56+,贵州省,西安城墙,历史建筑,5A,西安市,陕西,54,2025-01-29,2025,1,1,4.5,54.0,54,0.0,4.9,否,,,,,冬季,是,强烈推荐,非常满意
4bd3491cf4b7,女,62,56+,陕西省,绵山,自然文化,5A,晋中市,山西,110,2024-07-22,2024,7,3,4.2,408.1,110,298.1,3.8,否,,,,,夏季,否,推荐,满意
2b3260906740,男,49,46-55,天津市,丹霞山,自然风光,5A,韶关市,广东,100,2022-09-09,2022,9,3,5.7,169.47,100,69.47,4.3,否,,,,,秋季,否,推荐,满意
64edc603a20c,男,44,36-45,宁夏回族自治区,舟山朱家尖,自然风光,4A,舟山市,浙江,120,2025-03-24,2025,3,1,7.9,432.12,120,312.12,4.5,否,,,,,春季,否,强烈推荐,非常满意
26df7ffed658,男,32,26-35,陕西省,台州神仙居,自然风光,5A,台州市,浙江,110,2023-05-29,2023,5,2,7.4,310.18,110,200.18,4.3,否,,,,,春季,否,推荐,满意
955db697b7b7,男,63,56+,海南省,古北水镇,古镇风情,4A,北京市,北京,140,2024-12-20,2024,12,4,1.4,140.0,140,0.0,4.0,是,2404.0,1.0,"安庆振风塔,曲阜三孔,武侯祠,西岭雪山",飞机+大巴,冬季,否,推荐,满意
d4978c883c53,女,63,56+,浙江省,五台山,宗教文化,5A,忻州市,山西,135,2024-08-02,2024,8,3,6.7,486.68,135,351.68,5.0,是,1959.0,4.0,"白洋淀,三明泰宁大金湖,寿县古城,万年冰洞",飞机+大巴,夏季,否,强烈推荐,非常满意
3288ca7b3dcf,女,62,56+,新疆维吾尔自治区,贵港桂平西山,自然文化,4A,贵港市,广西,80,2023-09-26,2023,9,3,1.8,196.43,80,116.43,4.4,否,,,,,秋季,否,推荐,满意
2e93667d9d63,女,54,46-55,台湾省,深圳东部华侨城,主题公园,5A,深圳市,广东,180,2023-08-29,2023,8,3,4.0,431.92,180,251.92,4.8,否,,,,,夏季,否,强烈推荐,非常满意
9e2aac907728,女,65,56+,天津市,中山陵,红色旅游,5A,南京市,江苏,0,2022-06-16,2022,6,2,3.9,215.11,0,215.11,4.8,否,,,,,夏季,否,强烈推荐,非常满意
918366210b18,男,43,36-45,河北省,少林寺,宗教文化,5A,郑州市,河南,100,2023-12-30,2023,12,4,6.0,100.0,100,0.0,4.6,否,,,,,冬季,是,强烈推荐,非常满意
a5b04ee3f0ce,女,29,26-35,台湾省,莽山,自然风光,4A,郴州市,湖南,80,2024-05-10,2024,5,2,2.7,563.99,80,483.99,4.2,是,4264.0,1.0,"豫园,龙虎山,张家界武陵源,槟榔谷,九华山",飞机+大巴,春季,否,推荐,满意
7c350a7ba55c,男,43,36-45,广西壮族自治区,798艺术区,文化艺术,4A,北京市,北京,0,2025-02-14,2025,2,1,4.7,485.95,0,485.95,4.0,否,,,,,冬季,是,推荐,满意
7bf3568abc7c,女,65,56+,湖南省,西双版纳野象谷,自然风光,4A,西双版纳州,云南,60,2023-02-07,2023,2,1,7.4,397.73,60,337.73,4.5,是,3959.0,1.0,"婺源,金石滩,滇池,神农架,和顺古镇,鼋头渚",空调大巴,冬季,是,强烈推荐,非常满意
20df38787fa7,男,63,56+,青海省,云南民族村,主题公园,4A,昆明市,云南,90,2022-08-21,2022,8,3,5.0,151.4,90,61.4,4.6,否,,,,,夏季,是,强烈推荐,非常满意
963d24e0646c,男,34,26-35,香港特别行政区,哈尔滨冰雪大世界,主题公园,4A,哈尔滨市,黑龙江,330,2024-07-16,2024,7,3,2.2,336.36,330,6.36,4.1,是,5828.0,6.0,"茂陵,壶口瀑布,安庆振风塔,徐州云龙湖,成都大熊猫繁育基地,东方明珠",飞机+大巴,夏季,否,推荐,满意
806c0dcfb904,男,40,36-45,新疆维吾尔自治区,上海科技馆,科普教育,5A,上海市,上海,45,2023-02-23,2023,2,1,4.0,45.0,45,0.0,4.5,否,,,,,冬季,是,强烈推荐,非常满意
a01c235bf0f7,女,45,36-45,江西省,梧州骑楼城,历史文化,4A,梧州市,广西,0,2022-09-25,2022,9,3,5.2,35.77,0,35.77,4.5,否,,,,,秋季,是,强烈推荐,非常满意
94ccf9ffd49d,女,20,18-25,云南省,双鸭山七星峰,自然风光,4A,双鸭山市,黑龙江,40,2022-07-02,2022,7,3,7.5,400.43,40,360.43,5.0,是,6190.0,3.0,"花果山,798艺术区,瀛湖",高铁+大巴,夏季,是,强烈推荐,非常满意
0b0249ec4029,男,20,18-25,广东省,乐山大佛,宗教文化,5A,乐山市,四川,80,2025-01-20,2025,1,1,5.6,569.74,80,489.74,4.8,否,,,,,冬季,是,强烈推荐,非常满意
c187d89da4d8,女,54,46-55,西藏自治区,方特欢乐世界,主题公园,5A,芜湖市,安徽,280,2024-09-27,2024,9,3,5.1,733.6,280,453.6,4.2,是,1547.0,5.0,"玉龙雪山,云台山,太原汾河公园",高铁+大巴,秋季,否,推荐,满意
599e75b8347a,男,21,18-25,江西省,瑞金共和国摇篮,红色旅游,5A,赣州市,江西,65,2025-03-22,2025,3,1,7.3,93.05,65,28.05,4.3,是,7598.0,2.0,"莆田九鲤湖,南昌八一起义纪念馆,松花湖",高铁+大巴,春季,是,推荐,满意
ec43d17da868,男,54,46-55,海南省,太原汾河公园,城市公园,4A,太原市,山西,0,2024-09-15,2024,9,3,5.2,0.0,0,0.0,4.8,否,,,,,秋季,是,强烈推荐,非常满意
392569ffc79a,男,39,36-45,陕西省,黄山,自然风光,5A,黄山市,安徽,190,2023-03-20,2023,3,1,2.0,190.0,190,0.0,4.7,否,,,,,春季,否,强烈推荐,非常满意
4fb1ef780dff,男,52,46-55,天津市,西双版纳热带植物园,植物园,5A,西双版纳州,云南,80,2023-08-05,2023,8,3,7.2,419.27,80,339.27,4.7,否,,,,,夏季,是,强烈推荐,非常满意
b0b3ff6c6cef,女,20,18-25,黑龙江省,雍和宫,宗教文化,4A,北京市,北京,25,2024-06-28,2024,6,2,2.7,458.28,25,433.28,3.9,是,7773.0,4.0,"防川风景区,淄博周村古商城,威海华夏城",飞机+大巴,夏季,否,推荐,满意
c08181fc081f,女,34,26-35,浙江省,老君山,自然文化,5A,洛阳市,河南,100,2024-10-17,2024,10,4,5.6,559.8,100,459.8,4.6,否,,,,,秋季,是,强烈推荐,非常满意
21fdd22ed774,女,39,36-45,云南省,大同火山群,自然奇观,4A,大同市,山西,0,2023-12-13,2023,12,4,2.3,220.24,0,220.24,4.2,是,6991.0,1.0,"防城港十万大山,刘公岛,孝感双峰山",高铁+大巴,冬季,否,推荐,满意
7db78f997546,女,37,36-45,黑龙江省,太行大峡谷,自然风光,4A,安阳市,河南,140,2022-08-21,2022,8,3,3.2,140.0,140,0.0,4.0,否,,,,,夏季,是,推荐,满意
cfe811be2aa8,女,37,36-45,北京市,钦州三娘湾,自然风光,4A,钦州市,广西,40,2024-12-24,2024,12,4,5.9,40.0,40,0.0,4.2,否,,,,,冬季,否,推荐,满意
7349340c779b,男,39,36-45,湖南省,天目湖,自然风光,5A,常州市,江苏,180,2023-02-25,2023,2,1,6.9,495.38,180,315.38,4.9,是,5939.0,1.0,"正定隆兴寺,肇庆星湖,台州神仙居,柳叶湖,上海海洋水族馆",飞机+大巴,冬季,是,强烈推荐,非常满意
386784ca1c12,男,61,56+,河北省,瘦西湖,自然风光,5A,扬州市,江苏,150,2024-05-21,2024,5,2,6.0,150.0,150,0.0,4.7,否,,,,,春季,否,强烈推荐,非常满意
65b4b8a42243,男,34,26-35,海南省,杭州宋城,主题公园,4A,杭州市,浙江,320,2024-03-13,2024,3,1,5.6,356.89,320,36.89,4.6,是,5235.0,3.0,"平遥古城,天柱山,阆中古城,湄洲岛,通天岩",空调大巴,春季,否,强烈推荐,非常满意
a78bd48e1e21,女,52,46-55,黑龙江省,灵山大佛,宗教文化,5A,无锡市,江苏,210,2023-02-10,2023,2,1,7.0,210.0,210,0.0,4.4,否,,,,,冬季,是,推荐,满意
355a0b1bf100,女,18,18-25,安徽省,龙亭公园,历史文化,4A,开封市,河南,50,2022-11-18,2022,11,4,4.9,347.56,50,297.56,3.7,否,,,,,秋季,否,推荐,满意
6c3d526d2018,男,20,18-25,浙江省,西递宏村,古镇风情,5A,黄山市,安徽,104,2022-08-03,2022,8,3,4.6,104.0,104,0.0,4.3,否,,,,,夏季,否,推荐,满意
8eb7ab8a1d5f,男,31,26-35,湖南省,茅山,宗教文化,5A,镇江市,江苏,120,2023-09-11,2023,9,3,1.8,120.0,120,0.0,4.7,否,,,,,秋季,否,强烈推荐,非常满意
e776ffd185b9,女,24,18-25,宁夏回族自治区,辽源矿工墓,红色旅游,4A,辽源市,吉林,30,2022-05-10,2022,5,2,3.5,166.2,30,136.2,4.0,否,,,,,春季,否,推荐,满意
e7c1779464d7,男,44,36-45,河南省,阜新海棠山,自然文化,4A,阜新市,辽宁,50,2025-03-05,2025,3,1,3.7,473.55,50,423.55,3.7,是,1107.0,6.0,"桂林漓江,潍坊青州古城,扎龙自然保护区,上海野生动物园,太极洞,普达措国家公园",空调大巴,春季,否,推荐,满意
a6dbce16f4c6,女,20,18-25,陕西省,沙面岛,历史文化,4A,广州市,广东,0,2023-04-02,2023,4,2,3.3,0.0,0,0.0,4.0,是,6584.0,3.0,"台儿庄古城,台州神仙居,白石山,泸沽湖(云南部分)",高铁+大巴,春季,是,推荐,满意
06b8d1de27be,男,27,26-35,广西壮族自治区,崀山,自然风光,5A,邵阳市,湖南,136,2022-10-14,2022,10,4,5.8,136.0,136,0.0,4.8,是,5467.0,4.0,"莆田九鲤湖,天台山,东林寺,鼋头渚,东北虎林园",飞机+大巴,秋季,是,强烈推荐,非常满意
24d0a70c88d4,女,43,36-45,陕西省,豫园,历史建筑,4A,上海市,上海,40,2023-06-14,2023,6,2,6.4,473.11,40,433.11,4.7,否,,,,,夏季,否,强烈推荐,非常满意
5e7899ed9e70,男,68,56+,河南省,大兴安岭漠河北极村,自然风光,4A,大兴安岭地区,黑龙江,68,2023-06-29,2023,6,2,6.9,213.91,68,145.91,4.5,是,937.0,2.0,"南平和平古镇,台儿庄古城,贺州黄姚古镇,鼋头渚,潍坊青州古城,延安革命纪念馆",高铁+大巴,夏季,否,强烈推荐,非常满意
2bdf1469f84f,男,59,56+,新疆维吾尔自治区,长春电影制片厂,工业旅游,4A,长春市,吉林,90,2023-12-29,2023,12,4,6.3,523.31,90,433.31,4.0,否,,,,,冬季,否,推荐,满意
2bbb677a17fa,男,47,46-55,台湾省,琼海博鳌亚洲论坛,主题公园,4A,琼海市,海南,128,2024-03-04,2024,3,1,4.3,520.4,128,392.4,4.9,是,937.0,2.0,"南平和平古镇,台儿庄古城,贺州黄姚古镇,鼋头渚,潍坊青州古城,延安革命纪念馆",高铁+大巴,春季,否,强烈推荐,非常满意
2a8c7d0776aa,女,23,18-25,浙江省,大唐芙蓉园,主题公园,5A,西安市,陕西,120,2025-03-10,2025,3,1,6.6,120.0,120,0.0,4.4,否,,,,,春季,否,推荐,满意
b9131c3d7ab0,女,19,18-25,北京市,岳麓山,自然文化,5A,长沙市,湖南,0,2024-10-03,2024,10,4,2.3,371.69,0,371.69,4.5,是,937.0,2.0,"南平和平古镇,台儿庄古城,贺州黄姚古镇,鼋头渚,潍坊青州古城,延安革命纪念馆",高铁+大巴,秋季,是,强烈推荐,非常满意
63e896bd4224,男,20,18-25,宁夏回族自治区,常家庄园,历史建筑,4A,晋中市,山西,60,2025-01-16,2025,1,1,4.4,392.27,60,332.27,4.2,否,,,,,冬季,是,推荐,满意
f608d21ff138,女,45,36-45,宁夏回族自治区,元阳梯田,自然风光,4A,红河州,云南,70,2022-12-21,2022,12,4,5.7,532.45,70,462.45,4.3,否,,,,,冬季,否,推荐,满意
526729432bfb,女,20,18-25,四川省,芦芽山,自然风光,4A,忻州市,山西,100,2024-03-27,2024,3,1,2.4,565.21,100,465.21,3.9,是,1686.0,3.0,"普陀山,长春电影制片厂,白水洋,恭王府,庐山,上海野生动物园",空调大巴,春季,否,推荐,满意
95210a719904,女,57,56+,澳门特别行政区,恩施大峡谷,自然风光,5A,恩施州,湖北,170,2024-01-26,2024,1,1,5.4,586.24,170,416.24,4.4,否,,,,,冬季,是,推荐,满意
2b891e8aa42f,女,47,46-55,湖北省,上海欢乐谷,主题公园,4A,上海市,上海,230,2023-07-03,2023,7,3,3.8,230.0,230,0.0,4.3,否,,,,,夏季,否,推荐,满意
777948a298b9,女,58,56+,山东省,云台山,自然风光,5A,焦作市,河南,120,2024-07-17,2024,7,3,6.2,434.33,120,314.33,5.0,否,,,,,夏季,否,强烈推荐,非常满意
237238af5fca,男,61,56+,上海市,紫鹊界梯田,自然风光,4A,娄底市,湖南,68,2023-04-05,2023,4,2,5.2,68.0,68,0.0,4.5,是,553.0,6.0,"颐和园,太行大峡谷,柳叶湖,雾凇岛,芙蓉镇",飞机+大巴,春季,否,强烈推荐,非常满意
8f490da83123,男,53,46-55,青海省,鸡公山,自然风光,4A,信阳市,河南,60,2024-11-13,2024,11,4,6.5,428.47,60,368.47,4.4,是,3592.0,7.0,"广州塔,九一八历史博物馆,锦里,南昌八一起义纪念馆,来宾金秀圣堂山,三江程阳八寨",飞机+大巴,秋季,否,推荐,满意
19129e82e62b,女,21,18-25,辽宁省,延边朝鲜族民俗园,民俗文化,4A,延边州,吉林,30,2022-10-09,2022,10,4,3.8,401.26,30,371.26,3.8,是,1569.0,6.0,"西樵山,湛江湖光岩,邢台大峡谷,绥化金龟山庄,哈尔滨冰雪大世界",高铁+大巴,秋季,是,推荐,满意
c02a66721813,女,58,56+,浙江省,东林寺,宗教文化,4A,九江市,江西,0,2022-11-01,2022,11,4,3.0,0.0,0,0.0,4.1,否,,,,,秋季,否,推荐,满意
8eba22963a6b,男,68,56+,北京市,东湖,自然风光,5A,武汉市,湖北,0,2023-12-27,2023,12,4,6.4,0.0,0,0.0,5.0,否,,,,,冬季,否,强烈推荐,非常满意
