景点名称,所在城市,所在省份,景点类型,景点等级,游客样本量,平均评分,平均消费金额,平均门票价格,平均访问时长(小时),跟团占比(%),节假日访问占比(%),高频季节,高频交通方式,高频游客来源省,推荐程度分布,满意度分布,匹配素材标题,匹配素材路径,预览图路径
沈阳世博园,沈阳市,辽宁,主题公园,5A,220,4.65,226.53,50.0,4.53,30.45,41.36,冬季(63) / 秋季(55),空调大巴(24) / 飞机+大巴(24) / 高铁+大巴(19),吉林省(10) / 湖南省(9) / 西藏自治区(9) / 湖北省(8) / 黑龙江省(8),强烈推荐(162) / 推荐(58),非常满意(162) / 满意(58),沈阳旅游攻略,D:\wzb\全部131个景点\沈阳旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_077.png
杭州西溪湿地,杭州市,浙江,自然风光,5A,220,4.61,263.83,80.0,4.48,35.91,43.18,夏季(75) / 秋季(53),高铁+大巴(27) / 飞机+大巴(27) / 空调大巴(25),陕西省(12) / 香港特别行政区(11) / 广西壮族自治区(10) / 山西省(9) / 浙江省(9),强烈推荐(145) / 推荐(75),非常满意(145) / 满意(75),杭州攻略,D:\wzb\全部131个景点\杭州攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_070.png
台州神仙居,台州市,浙江,自然风光,5A,220,4.6,273.66,110.0,4.72,29.55,45.45,秋季(64) / 夏季(58),空调大巴(23) / 飞机+大巴(21) / 高铁+大巴(21),河北省(12) / 福建省(12) / 湖南省(11) / 新疆维吾尔自治区(11) / 湖北省(10),强烈推荐(142) / 推荐(78),非常满意(142) / 满意(78),,,
龙湾群国家森林公园,通化市,吉林,自然风光,4A,220,4.49,211.18,50.0,4.29,32.27,57.73,秋季(68) / 冬季(61),高铁+大巴(32) / 飞机+大巴(21) / 空调大巴(18),河南省(11) / 内蒙古自治区(11) / 黑龙江省(11) / 四川省(10) / 陕西省(10),强烈推荐(120) / 推荐(100),非常满意(120) / 满意(100),,,
曲阜三孔,济宁市,山东,历史文化,5A,220,4.39,296.6,140.0,4.45,31.82,51.82,春季(64) / 秋季(55),飞机+大巴(25) / 空调大巴(24) / 高铁+大巴(21),陕西省(15) / 西藏自治区(12) / 内蒙古自治区(12) / 澳门特别行政区(10) / 安徽省(10),推荐(133) / 强烈推荐(87),满意(133) / 非常满意(87),曲阜旅游攻略,D:\wzb\全部131个景点\曲阜旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_068.png
上饶集中营,上饶市,江西,红色旅游,4A,220,4.3,165.99,0.0,4.65,30.45,48.64,春季(62) / 冬季(54),飞机+大巴(24) / 高铁+大巴(22) / 空调大巴(21),山东省(11) / 重庆市(10) / 河南省(9) / 广东省(9) / 台湾省(9),推荐(142) / 强烈推荐(78),满意(142) / 非常满意(78),,,
碛口古镇,吕梁市,山西,古镇风情,4A,220,4.21,169.22,0.0,4.38,37.27,42.73,秋季(58) / 夏季(57),高铁+大巴(30) / 飞机+大巴(27) / 空调大巴(25),甘肃省(13) / 西藏自治区(12) / 青海省(11) / 湖南省(10) / 广东省(10),推荐(160) / 强烈推荐(60),满意(160) / 非常满意(60),,,
鸡公山,信阳市,河南,自然风光,4A,220,4.19,233.88,60.0,4.33,27.27,51.36,春季(62) / 秋季(55),空调大巴(22) / 高铁+大巴(20) / 飞机+大巴(18),香港特别行政区(11) / 浙江省(10) / 河南省(10) / 安徽省(9) / 上海市(9),推荐(165) / 强烈推荐(55),满意(165) / 非常满意(55),,,
朱家角古镇,上海市,上海,古镇风情,4A,220,4.08,242.86,60.0,4.75,29.09,48.18,秋季(66) / 春季(54),空调大巴(25) / 高铁+大巴(22) / 飞机+大巴(17),陕西省(11) / 宁夏回族自治区(10) / 福建省(10) / 河南省(9) / 四川省(9),推荐(187) / 强烈推荐(33),满意(187) / 非常满意(33),上海旅游攻略,D:\wzb\全部131个景点\上海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_005.png
雁荡山,温州市,浙江,自然风光,5A,219,4.69,281.11,90.0,4.58,30.59,38.36,春季(57) / 夏季(56),飞机+大巴(24) / 空调大巴(22) / 高铁+大巴(21),陕西省(12) / 天津市(11) / 宁夏回族自治区(11) / 四川省(10) / 安徽省(10),强烈推荐(171) / 推荐(48),非常满意(171) / 满意(48),雁荡山攻略,D:\wzb\全部131个景点\雁荡山攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_122.png
本溪水洞,本溪市,辽宁,自然奇观,5A,219,4.68,284.84,110.0,4.57,30.59,46.58,春季(58) / 秋季(57),高铁+大巴(24) / 空调大巴(23) / 飞机+大巴(20),山西省(13) / 香港特别行政区(11) / 福建省(9) / 陕西省(9) / 广东省(8),强烈推荐(163) / 推荐(56),非常满意(163) / 满意(56),,,
周庄古镇,苏州市,江苏,古镇风情,5A,219,4.6,273.0,100.0,4.48,32.88,45.21,冬季(58) / 夏季(55),飞机+大巴(29) / 高铁+大巴(23) / 空调大巴(20),湖南省(13) / 香港特别行政区(12) / 内蒙古自治区(9) / 云南省(9) / 山西省(9),强烈推荐(137) / 推荐(82),非常满意(137) / 满意(82),周庄旅游攻略,D:\wzb\全部131个景点\周庄旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_033.png
开封府,开封市,河南,历史文化,4A,219,4.49,252.16,65.0,4.54,26.48,45.21,夏季(63) / 冬季(56),飞机+大巴(23) / 空调大巴(22) / 高铁+大巴(13),辽宁省(13) / 山东省(12) / 新疆维吾尔自治区(10) / 广东省(10) / 重庆市(10),强烈推荐(123) / 推荐(96),非常满意(123) / 满意(96),,,
陕西历史博物馆,西安市,陕西,文博院馆,4A,219,4.47,159.53,0.0,4.53,25.11,48.86,夏季(62) / 冬季(56),高铁+大巴(21) / 空调大巴(19) / 飞机+大巴(15),西藏自治区(10) / 海南省(10) / 天津市(9) / 江西省(9) / 安徽省(9),强烈推荐(117) / 推荐(102),非常满意(117) / 满意(102),西安,D:\wzb\全部131个景点\西安.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_108.png
防川风景区,延边州,吉林,自然风光,4A,219,4.32,251.61,70.0,4.41,31.05,46.58,春季(61) / 秋季(56),高铁+大巴(27) / 飞机+大巴(22) / 空调大巴(19),甘肃省(10) / 海南省(10) / 北京市(10) / 河北省(9) / 江西省(9),推荐(143) / 强烈推荐(76),满意(143) / 非常满意(76),,,
中央大街,哈尔滨市,黑龙江,历史文化,4A,219,4.18,162.24,0.0,4.52,31.05,50.68,秋季(68) / 冬季(60),高铁+大巴(28) / 飞机+大巴(25) / 空调大巴(15),广东省(11) / 广西壮族自治区(11) / 西藏自治区(11) / 江西省(10) / 宁夏回族自治区(10),推荐(170) / 强烈推荐(49),满意(170) / 非常满意(49),哈尔滨旅游攻略,D:\wzb\全部131个景点\哈尔滨旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_035.png
上海欢乐谷,上海市,上海,主题公园,4A,219,4.14,409.51,230.0,4.53,27.4,48.86,春季(65) / 夏季(55),高铁+大巴(24) / 空调大巴(22) / 飞机+大巴(14),甘肃省(13) / 天津市(12) / 江西省(9) / 澳门特别行政区(9) / 江苏省(9),推荐(182) / 强烈推荐(37),满意(182) / 非常满意(37),上海旅游攻略,D:\wzb\全部131个景点\上海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_005.png
深圳东部华侨城,深圳市,广东,主题公园,5A,218,4.83,359.49,180.0,4.45,29.36,49.08,秋季(59) / 夏季(57),飞机+大巴(23) / 空调大巴(21) / 高铁+大巴(20),广西壮族自治区(12) / 吉林省(12) / 河南省(11) / 陕西省(11) / 安徽省(10),强烈推荐(208) / 推荐(10),非常满意(208) / 满意(10),深圳旅游攻略,D:\wzb\全部131个景点\深圳旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_085.png
宁德鸳鸯溪,宁德市,福建,自然风光,5A,218,4.78,259.14,78.0,4.53,27.52,49.54,夏季(56) / 春季(55),高铁+大巴(27) / 飞机+大巴(17) / 空调大巴(16),吉林省(11) / 浙江省(11) / 河南省(10) / 甘肃省(9) / 西藏自治区(9),强烈推荐(196) / 推荐(22),非常满意(196) / 满意(22),,,
橘子洲,长沙市,湖南,城市公园,5A,218,4.51,153.21,0.0,4.59,25.69,46.79,夏季(60) / 秋季(53),高铁+大巴(22) / 空调大巴(18) / 飞机+大巴(16),江西省(11) / 湖北省(10) / 青海省(10) / 吉林省(9) / 四川省(9),强烈推荐(125) / 推荐(93),非常满意(125) / 满意(93),长沙,D:\wzb\全部131个景点\长沙.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_120.png
古徽州文化旅游区,黄山市,安徽,历史文化,5A,218,4.49,314.42,148.0,4.58,26.15,50.92,秋季(62) / 冬季(55),高铁+大巴(20) / 空调大巴(20) / 飞机+大巴(17),澳门特别行政区(11) / 天津市(10) / 西藏自治区(10) / 广西壮族自治区(10) / 河南省(10),强烈推荐(116) / 推荐(102),非常满意(116) / 满意(102),黄山,D:\wzb\全部131个景点\黄山.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_133.png
鼓浪屿,厦门市,福建,历史文化,5A,218,4.49,268.65,90.0,4.47,28.9,45.41,冬季(61) / 春季(58),空调大巴(24) / 飞机+大巴(20) / 高铁+大巴(19),山西省(12) / 福建省(11) / 河南省(10) / 西藏自治区(9) / 四川省(9),强烈推荐(117) / 推荐(101),非常满意(117) / 满意(101),鼓浪屿旅游攻略,D:\wzb\全部131个景点\鼓浪屿旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_137.png
鄱阳湖,九江市,江西,自然风光,4A,218,4.41,162.49,0.0,4.51,25.69,47.71,春季(66) / 夏季(54),空调大巴(21) / 飞机+大巴(18) / 高铁+大巴(17),山西省(13) / 海南省(12) / 北京市(10) / 江西省(10) / 宁夏回族自治区(10),推荐(113) / 强烈推荐(105),满意(113) / 非常满意(105),,,
琅琊山,滁州市,安徽,自然文化,4A,218,4.31,282.33,95.0,4.6,31.19,42.2,秋季(64) / 春季(58),空调大巴(26) / 高铁+大巴(25) / 飞机+大巴(17),河北省(12) / 青海省(12) / 安徽省(12) / 内蒙古自治区(11) / 陕西省(11),推荐(137) / 强烈推荐(81),满意(137) / 非常满意(81),,,
丽江古城,丽江市,云南,古镇风情,5A,217,4.78,243.11,80.0,4.35,32.26,51.15,春季(57) / 秋季(55),飞机+大巴(27) / 高铁+大巴(22) / 空调大巴(21),湖北省(12) / 内蒙古自治区(11) / 河南省(10) / 浙江省(10) / 上海市(9),强烈推荐(193) / 推荐(24),非常满意(193) / 满意(24),丽江攻略,D:\wzb\全部131个景点\丽江攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_008.png
剑门关,广元市,四川,历史文化,5A,217,4.61,280.12,105.0,4.59,35.48,45.62,冬季(59) / 秋季(59),高铁+大巴(27) / 空调大巴(27) / 飞机+大巴(23),辽宁省(12) / 河南省(11) / 甘肃省(9) / 海南省(9) / 西藏自治区(9),强烈推荐(148) / 推荐(69),非常满意(148) / 满意(69),,,
鄂州梁子湖,鄂州市,湖北,自然风光,4A,217,4.58,188.31,0.0,4.55,27.19,48.85,秋季(59) / 夏季(56),飞机+大巴(23) / 高铁+大巴(19) / 空调大巴(17),湖北省(13) / 海南省(10) / 甘肃省(10) / 安徽省(10) / 香港特别行政区(9),强烈推荐(140) / 推荐(77),非常满意(140) / 满意(77),,,
豫园,上海市,上海,历史建筑,4A,217,4.4,207.11,40.0,4.73,28.57,37.33,秋季(60) / 冬季(55),空调大巴(26) / 高铁+大巴(20) / 飞机+大巴(16),四川省(11) / 江苏省(10) / 黑龙江省(9) / 重庆市(9) / 云南省(9),推荐(120) / 强烈推荐(97),满意(120) / 非常满意(97),上海旅游攻略,D:\wzb\全部131个景点\上海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_005.png
北戴河,秦皇岛市,河北,自然风光,4A,217,4.26,161.35,0.0,4.52,29.95,48.85,冬季(65) / 春季(53),飞机+大巴(28) / 高铁+大巴(20) / 空调大巴(17),甘肃省(11) / 台湾省(10) / 内蒙古自治区(10) / 江苏省(10) / 贵州省(10),推荐(147) / 强烈推荐(70),满意(147) / 非常满意(70),北戴河旅游攻略,D:\wzb\全部131个景点\北戴河旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_019.png
亳州花戏楼,亳州市,安徽,历史建筑,4A,217,4.19,232.02,60.0,4.36,33.18,48.85,春季(57) / 夏季(55),高铁+大巴(27) / 空调大巴(25) / 飞机+大巴(20),湖南省(10) / 浙江省(10) / 山西省(10) / 江西省(10) / 内蒙古自治区(9),推荐(162) / 强烈推荐(55),满意(162) / 非常满意(55),,,
北京动物园,北京市,北京,动物园,4A,217,3.99,193.06,15.0,4.45,25.81,46.08,秋季(69) / 夏季(56),飞机+大巴(21) / 高铁+大巴(20) / 空调大巴(15),上海市(11) / 黑龙江省(10) / 湖南省(10) / 辽宁省(10) / 吉林省(10),推荐(206) / 强烈推荐(11),满意(206) / 非常满意(11),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
涠洲岛,北海市,广西,自然风光,5A,216,4.82,268.48,98.0,4.35,25.0,44.91,春季(62) / 秋季(62),空调大巴(21) / 高铁+大巴(19) / 飞机+大巴(14),香港特别行政区(12) / 辽宁省(11) / 福建省(11) / 甘肃省(10) / 安徽省(10),强烈推荐(208) / 推荐(8),非常满意(208) / 满意(8),北海旅游攻略,D:\wzb\全部131个景点\北海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_020.png
西递宏村,黄山市,安徽,古镇风情,5A,216,4.68,279.21,104.0,4.59,30.56,47.22,冬季(63) / 春季(58),高铁+大巴(25) / 飞机+大巴(21) / 空调大巴(20),安徽省(11) / 澳门特别行政区(10) / 福建省(9) / 天津市(9) / 新疆维吾尔自治区(9),强烈推荐(157) / 推荐(59),非常满意(157) / 满意(59),宏村旅游攻略,D:\wzb\全部131个景点\宏村旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_045.png
和顺古镇,保山市,云南,古镇风情,4A,216,4.51,235.43,55.0,4.32,26.85,44.91,夏季(67) / 冬季(54),空调大巴(21) / 飞机+大巴(21) / 高铁+大巴(16),广西壮族自治区(12) / 陕西省(12) / 福建省(10) / 内蒙古自治区(9) / 重庆市(8),强烈推荐(122) / 推荐(94),非常满意(122) / 满意(94),,,
圆明园遗址公园,北京市,北京,历史遗址,4A,216,4.51,204.36,25.0,4.65,27.78,42.13,春季(57) / 夏季(56),空调大巴(22) / 飞机+大巴(19) / 高铁+大巴(19),河南省(12) / 宁夏回族自治区(11) / 云南省(10) / 澳门特别行政区(10) / 陕西省(10),强烈推荐(127) / 推荐(89),非常满意(127) / 满意(89),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
五大连池,黑河市,黑龙江,自然奇观,5A,216,4.38,238.25,60.0,4.57,31.48,50.93,春季(67) / 夏季(61),高铁+大巴(27) / 飞机+大巴(24) / 空调大巴(17),湖北省(15) / 河北省(13) / 天津市(11) / 台湾省(9) / 四川省(9),推荐(119) / 强烈推荐(97),满意(119) / 非常满意(97),大连旅游攻略,D:\wzb\全部131个景点\大连旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_039.png
太极洞,宣城市,安徽,自然奇观,4A,216,4.38,237.8,80.0,4.76,30.09,46.76,秋季(60) / 冬季(53),飞机+大巴(23) / 空调大巴(21) / 高铁+大巴(21),辽宁省(10) / 广西壮族自治区(10) / 宁夏回族自治区(9) / 山东省(9) / 河南省(9),推荐(131) / 强烈推荐(85),满意(131) / 非常满意(85),,,
茂陵,咸阳市,陕西,历史遗址,4A,216,4.3,246.14,80.0,4.41,31.48,47.69,秋季(61) / 冬季(57),高铁+大巴(29) / 空调大巴(22) / 飞机+大巴(17),西藏自治区(12) / 四川省(10) / 浙江省(10) / 广东省(9) / 江苏省(9),推荐(141) / 强烈推荐(75),满意(141) / 非常满意(75),,,
贺州黄姚古镇,贺州市,广西,古镇风情,4A,216,4.11,286.71,100.0,4.52,27.31,43.98,夏季(61) / 春季(56),飞机+大巴(22) / 空调大巴(19) / 高铁+大巴(18),陕西省(14) / 宁夏回族自治区(12) / 江西省(10) / 北京市(9) / 安徽省(8),推荐(181) / 强烈推荐(35),满意(181) / 非常满意(35),,,
通天岩,赣州市,江西,自然文化,4A,216,4.1,221.93,60.0,4.4,29.17,46.3,夏季(58) / 冬季(56),空调大巴(25) / 高铁+大巴(22) / 飞机+大巴(16),河南省(11) / 安徽省(11) / 山西省(10) / 贵州省(10) / 甘肃省(9),推荐(184) / 强烈推荐(32),满意(184) / 非常满意(32),,,
中山陵,南京市,江苏,红色旅游,5A,215,4.7,188.98,0.0,4.56,29.77,46.98,春季(65) / 冬季(54),飞机+大巴(24) / 高铁+大巴(20) / 空调大巴(20),浙江省(9) / 江西省(9) / 湖南省(9) / 贵州省(8) / 上海市(8),强烈推荐(161) / 推荐(54),非常满意(161) / 满意(54),南京旅游攻略,D:\wzb\全部131个景点\南京旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_024.png
千山,鞍山市,辽宁,自然风光,5A,215,4.5,253.7,80.0,4.56,27.91,41.86,夏季(66) / 秋季(57),空调大巴(24) / 飞机+大巴(19) / 高铁+大巴(17),澳门特别行政区(13) / 安徽省(12) / 湖南省(11) / 河南省(11) / 香港特别行政区(11),强烈推荐(110) / 推荐(105),非常满意(110) / 满意(105),,,
芒砀山,商丘市,河南,历史文化,5A,215,4.42,255.8,90.0,4.69,28.84,46.98,冬季(58) / 秋季(56),高铁+大巴(25) / 空调大巴(20) / 飞机+大巴(17),广东省(11) / 江苏省(11) / 河北省(10) / 香港特别行政区(10) / 台湾省(9),推荐(113) / 强烈推荐(102),满意(113) / 非常满意(102),,,
云南民族村,昆明市,云南,主题公园,4A,215,4.41,249.51,90.0,4.38,27.44,41.86,秋季(64) / 夏季(57),高铁+大巴(23) / 空调大巴(20) / 飞机+大巴(16),海南省(12) / 河南省(10) / 广西壮族自治区(10) / 澳门特别行政区(9) / 江苏省(9),推荐(115) / 强烈推荐(100),满意(115) / 非常满意(100),云南,D:\wzb\全部131个景点\云南.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_013.png
洪洞大槐树,临汾市,山西,历史文化,5A,215,4.41,254.98,80.0,4.62,21.4,51.16,秋季(61) / 春季(56),空调大巴(20) / 飞机+大巴(16) / 高铁+大巴(10),陕西省(10) / 甘肃省(9) / 青海省(9) / 西藏自治区(8) / 浙江省(8),推荐(115) / 强烈推荐(100),满意(115) / 非常满意(100),,,
德州太阳谷,德州市,山东,主题公园,4A,215,4.31,275.31,80.0,4.28,30.7,50.23,秋季(58) / 春季(56),空调大巴(25) / 飞机+大巴(22) / 高铁+大巴(19),北京市(13) / 海南省(13) / 河南省(11) / 黑龙江省(11) / 湖南省(11),推荐(137) / 强烈推荐(78),满意(137) / 非常满意(78),,,
福州鼓山,福州市,福建,自然风光,4A,215,4.28,223.04,40.0,4.35,30.23,50.23,春季(71) / 夏季(51),高铁+大巴(31) / 空调大巴(22) / 飞机+大巴(12),天津市(12) / 河南省(11) / 湖南省(11) / 广东省(9) / 香港特别行政区(9),推荐(142) / 强烈推荐(73),满意(142) / 非常满意(73),福州旅游攻略,D:\wzb\全部131个景点\福州旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_094.png
南通狼山,南通市,江苏,自然文化,4A,215,4.13,238.72,70.0,4.53,26.98,39.07,夏季(64) / 秋季(64),飞机+大巴(20) / 空调大巴(19) / 高铁+大巴(19),青海省(12) / 陕西省(12) / 安徽省(11) / 澳门特别行政区(11) / 山东省(9),推荐(181) / 强烈推荐(34),满意(181) / 非常满意(34),,,
清源山,泉州市,福建,自然文化,5A,214,4.68,237.87,70.0,4.58,31.31,50.47,秋季(63) / 夏季(58),高铁+大巴(25) / 空调大巴(22) / 飞机+大巴(20),澳门特别行政区(10) / 河南省(9) / 北京市(8) / 福建省(8) / 湖南省(8),强烈推荐(161) / 推荐(53),非常满意(161) / 满意(53),,,
深圳华侨城,深圳市,广东,主题公园,5A,214,4.58,406.03,230.0,4.64,33.18,48.13,春季(58) / 冬季(54),高铁+大巴(32) / 飞机+大巴(20) / 空调大巴(19),辽宁省(12) / 西藏自治区(11) / 北京市(11) / 湖南省(11) / 广西壮族自治区(10),强烈推荐(135) / 推荐(79),非常满意(135) / 满意(79),深圳旅游攻略,D:\wzb\全部131个景点\深圳旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_085.png
湄洲岛,莆田市,福建,自然文化,5A,214,4.4,251.58,65.0,4.55,28.04,38.32,夏季(65) / 春季(52),高铁+大巴(23) / 飞机+大巴(21) / 空调大巴(16),浙江省(12) / 上海市(11) / 河南省(11) / 重庆市(10) / 江苏省(9),推荐(117) / 强烈推荐(97),满意(117) / 非常满意(97),,,
黄帝陵,延安市,陕西,历史文化,5A,214,4.4,255.08,75.0,4.54,26.64,42.52,冬季(57) / 春季(56),高铁+大巴(22) / 空调大巴(18) / 飞机+大巴(17),西藏自治区(12) / 安徽省(11) / 河南省(10) / 重庆市(9) / 吉林省(9),推荐(119) / 强烈推荐(95),满意(119) / 非常满意(95),,,
龙脊梯田,桂林市,广西,自然风光,4A,214,4.39,262.79,80.0,4.67,30.84,55.61,秋季(59) / 春季(58),高铁+大巴(26) / 飞机+大巴(23) / 空调大巴(17),海南省(12) / 甘肃省(11) / 内蒙古自治区(9) / 福建省(9) / 重庆市(8),推荐(121) / 强烈推荐(93),满意(121) / 非常满意(93),桂林旅游攻略,D:\wzb\全部131个景点\桂林旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_072.png
东林寺,九江市,江西,宗教文化,4A,214,4.1,154.11,0.0,4.33,35.51,47.2,春季(58) / 秋季(53),高铁+大巴(26) / 飞机+大巴(26) / 空调大巴(24),云南省(11) / 河南省(11) / 江苏省(10) / 海南省(9) / 天津市(9),推荐(177) / 强烈推荐(37),满意(177) / 非常满意(37),,,
回民街,西安市,陕西,美食街区,3A,214,3.59,170.44,0.0,4.52,34.11,44.86,秋季(66) / 夏季(61),高铁+大巴(30) / 飞机+大巴(22) / 空调大巴(21),上海市(10) / 浙江省(10) / 江苏省(10) / 甘肃省(10) / 广东省(9),推荐(134) / 一般(80),满意(134) / 一般(80),西安,D:\wzb\全部131个景点\西安.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_108.png
三峡人家,宜昌市,湖北,自然文化,5A,213,4.68,328.27,150.0,4.47,31.46,41.31,秋季(74) / 夏季(49),高铁+大巴(24) / 空调大巴(23) / 飞机+大巴(20),内蒙古自治区(9) / 浙江省(9) / 重庆市(9) / 山西省(9) / 安徽省(9),强烈推荐(152) / 推荐(61),非常满意(152) / 满意(61),,,
庐山,九江市,江西,自然文化,5A,213,4.67,315.67,160.0,4.53,31.92,46.95,春季(64) / 冬季(55),高铁+大巴(27) / 空调大巴(21) / 飞机+大巴(20),河南省(14) / 北京市(10) / 山东省(10) / 山西省(9) / 甘肃省(9),强烈推荐(153) / 推荐(60),非常满意(153) / 满意(60),庐山,D:\wzb\全部131个景点\庐山.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_053.png
法门寺,宝鸡市,陕西,宗教文化,5A,213,4.6,268.92,100.0,4.51,33.8,48.36,秋季(59) / 冬季(53),飞机+大巴(33) / 高铁+大巴(20) / 空调大巴(19),江苏省(12) / 重庆市(12) / 云南省(10) / 福建省(10) / 西藏自治区(10),强烈推荐(147) / 推荐(66),非常满意(147) / 满意(66),,,
世界公园,北京市,北京,主题公园,4A,213,4.57,271.69,100.0,4.53,28.17,46.95,春季(57) / 冬季(55),高铁+大巴(22) / 空调大巴(22) / 飞机+大巴(16),宁夏回族自治区(12) / 上海市(11) / 北京市(11) / 澳门特别行政区(9) / 西藏自治区(9),强烈推荐(129) / 推荐(84),非常满意(129) / 满意(84),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
大雁塔,西安市,陕西,历史文化,5A,213,4.49,207.86,50.0,4.38,28.64,40.85,冬季(58) / 春季(53),飞机+大巴(24) / 高铁+大巴(20) / 空调大巴(17),江苏省(12) / 西藏自治区(11) / 甘肃省(10) / 陕西省(10) / 湖北省(9),强烈推荐(112) / 推荐(101),非常满意(112) / 满意(101),西安,D:\wzb\全部131个景点\西安.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_108.png
南锣鼓巷,北京市,北京,历史文化,4A,213,4.44,159.05,0.0,4.45,30.05,51.64,冬季(58) / 夏季(58),空调大巴(24) / 高铁+大巴(22) / 飞机+大巴(18),陕西省(12) / 北京市(12) / 广西壮族自治区(11) / 江西省(10) / 天津市(10),推荐(109) / 强烈推荐(104),满意(109) / 非常满意(104),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
重渡沟,洛阳市,河南,自然风光,4A,213,4.18,308.43,120.0,4.42,27.23,43.19,冬季(62) / 秋季(61),飞机+大巴(21) / 空调大巴(19) / 高铁+大巴(18),江苏省(11) / 浙江省(11) / 湖南省(11) / 香港特别行政区(9) / 福建省(9),推荐(163) / 强烈推荐(50),满意(163) / 非常满意(50),洛阳,D:\wzb\全部131个景点\洛阳.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_080.png
太阳岛,哈尔滨市,黑龙江,自然风光,5A,212,4.84,195.31,30.0,4.44,26.42,48.58,春季(62) / 秋季(58),空调大巴(23) / 高铁+大巴(18) / 飞机+大巴(15),山西省(11) / 重庆市(10) / 内蒙古自治区(10) / 河南省(9) / 辽宁省(9),强烈推荐(205) / 推荐(7),非常满意(205) / 满意(7),哈尔滨旅游攻略,D:\wzb\全部131个景点\哈尔滨旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_035.png
南平和平古镇,南平市,福建,古镇风情,4A,212,4.4,247.91,70.0,4.66,31.6,45.75,夏季(63) / 冬季(55),飞机+大巴(29) / 高铁+大巴(21) / 空调大巴(17),香港特别行政区(14) / 云南省(10) / 宁夏回族自治区(9) / 西藏自治区(9) / 上海市(8),推荐(122) / 强烈推荐(90),满意(122) / 非常满意(90),,,
万年冰洞,忻州市,山西,自然奇观,4A,212,4.29,293.71,120.0,4.53,27.36,47.17,夏季(60) / 冬季(54),空调大巴(24) / 高铁+大巴(22) / 飞机+大巴(12),海南省(13) / 上海市(10) / 宁夏回族自治区(10) / 黑龙江省(9) / 广东省(9),推荐(141) / 强烈推荐(71),满意(141) / 非常满意(71),,,
阜新海棠山,阜新市,辽宁,自然文化,4A,212,4.19,237.98,50.0,4.59,31.13,49.06,春季(62) / 秋季(56),高铁+大巴(28) / 飞机+大巴(20) / 空调大巴(18),江西省(13) / 黑龙江省(10) / 广西壮族自治区(9) / 内蒙古自治区(9) / 广东省(9),推荐(167) / 强烈推荐(45),满意(167) / 非常满意(45),,,
